code_dept,annee,trimestre,taux_chomage
ZC,2016,2,22.6
ZD,2016,2,21.9
01,2016,3,7.3
02,2016,3,13.4
03,2016,3,10.2
04,2016,3,10.9
05,2016,3,9.1
06,2016,3,10.1
07,2016,3,10.5
08,2016,3,11.8
09,2016,3,11.8
10,2016,3,12.4
11,2016,3,13.3
12,2016,3,7.2
13,2016,3,11.5
14,2016,3,9.2
15,2016,3,6.1
16,2016,3,9.5
17,2016,3,10.1
18,2016,3,10.2
19,2016,3,8.0
2A,2016,3,9.2
2B,2016,3,10.3
21,2016,3,8.3
22,2016,3,8.7
23,2016,3,9.0
24,2016,3,10.2
25,2016,3,9.0
26,2016,3,10.8
27,2016,3,10.1
28,2016,3,9.3
29,2016,3,8.7
30,2016,3,13.1
31,2016,3,9.9
32,2016,3,7.9
33,2016,3,9.8
34,2016,3,13.4
35,2016,3,7.7
36,2016,3,9.6
37,2016,3,9.0
38,2016,3,8.2
39,2016,3,7.5
40,2016,3,9.4
41,2016,3,8.5
42,2016,3,9.7
43,2016,3,8.1
44,2016,3,8.1
45,2016,3,9.9
46,2016,3,9.0
47,2016,3,10.0
48,2016,3,6.2
49,2016,3,9.1
50,2016,3,7.8
51,2016,3,9.3
52,2016,3,9.4
53,2016,3,6.7
54,2016,3,9.6
55,2016,3,9.6
56,2016,3,8.8
57,2016,3,10.0
58,2016,3,9.1
59,2016,3,12.4
60,2016,3,9.8
61,2016,3,9.1
62,2016,3,12.2
63,2016,3,8.6
64,2016,3,8.2
65,2016,3,11.1
66,2016,3,14.8
67,2016,3,8.6
68,2016,3,9.6
69,2016,3,8.8
70,2016,3,9.1
71,2016,3,8.9
72,2016,3,9.5
73,2016,3,7.9
74,2016,3,7.3
75,2016,3,7.7
76,2016,3,11.1
77,2016,3,7.8
78,2016,3,7.3
79,2016,3,7.8
80,2016,3,11.8
81,2016,3,10.5
82,2016,3,11.3
84,2016,3,12.6
85,2016,3,7.7
86,2016,3,8.2
87,2016,3,9.3
88,2016,3,10.7
89,2016,3,9.5
90,2016,3,10.6
91,2016,3,7.5
92,2016,3,7.4
93,2016,3,12.5
94,2016,3,8.7
95,2016,3,9.9
83,2016,3,10.6
ZA,2016,3,22.2
ZB,2016,3,17.6
ZC,2016,3,25.5
ZD,2016,3,21.8
01,2016,4,7.3
02,2016,4,13.7
03,2016,4,10.4
04,2016,4,11.2
05,2016,4,9.3
06,2016,4,10.5
07,2016,4,10.6
08,2016,4,12.1
09,2016,4,11.9
10,2016,4,12.9
11,2016,4,13.5
12,2016,4,7.3
13,2016,4,12.0
14,2016,4,9.3
15,2016,4,6.2
16,2016,4,9.6
17,2016,4,10.1
18,2016,4,10.3
19,2016,4,8.1
2A,2016,4,9.5
2B,2016,4,10.4
21,2016,4,8.3
22,2016,4,9.1
23,2016,4,8.9
24,2016,4,10.2
25,2016,4,9.0
26,2016,4,10.9
27,2016,4,10.3
28,2016,4,9.4
29,2016,4,8.9
30,2016,4,13.4
31,2016,4,9.9
32,2016,4,7.8
33,2016,4,10.0
34,2016,4,13.9
35,2016,4,7.9
36,2016,4,9.8
37,2016,4,9.1
38,2016,4,8.4
39,2016,4,7.3
40,2016,4,9.4
41,2016,4,8.6
42,2016,4,10.0
43,2016,4,8.2
44,2016,4,8.2
45,2016,4,9.8
46,2016,4,9.1
47,2016,4,9.9
48,2016,4,6.2
49,2016,4,9.1
50,2016,4,7.9
51,2016,4,9.5
52,2016,4,9.3
53,2016,4,6.7
54,2016,4,9.8
55,2016,4,9.6
56,2016,4,9.0
57,2016,4,10.2
58,2016,4,9.2
59,2016,4,12.6
60,2016,4,10.1
61,2016,4,9.2
62,2016,4,12.3
63,2016,4,8.8
64,2016,4,8.2
65,2016,4,11.2
66,2016,4,15.3
67,2016,4,8.7
68,2016,4,9.8
69,2016,4,9.0
70,2016,4,9.2
71,2016,4,8.8
72,2016,4,9.6
73,2016,4,8.0
74,2016,4,7.4
75,2016,4,7.9
76,2016,4,11.2
77,2016,4,8.0
78,2016,4,7.5
79,2016,4,7.9
80,2016,4,12.0
81,2016,4,10.6
82,2016,4,11.4
84,2016,4,12.9
85,2016,4,7.7
86,2016,4,8.3
87,2016,4,9.4
88,2016,4,10.7
89,2016,4,9.5
90,2016,4,10.7
91,2016,4,7.7
92,2016,4,7.6
93,2016,4,12.8
94,2016,4,8.9
95,2016,4,10.1
83,2016,4,10.9
ZA,2016,4,21.2
ZB,2016,4,16.7
ZC,2016,4,21.8
ZD,2016,4,22.0
01,2017,1,7.0
02,2017,1,13.2
03,2017,1,9.8
04,2017,1,10.7
05,2017,1,8.9
06,2017,1,10.0
07,2017,1,10.3
08,2017,1,11.5
09,2017,1,11.6
10,2017,1,12.4
11,2017,1,12.9
12,2017,1,7.1
13,2017,1,11.5
14,2017,1,8.9
15,2017,1,5.9
16,2017,1,9.1
17,2017,1,9.7
18,2017,1,9.9
19,2017,1,7.6
2A,2017,1,9.2
2B,2017,1,10.0
21,2017,1,8.0
22,2017,1,8.5
23,2017,1,8.6
24,2017,1,9.9
25,2017,1,8.7
26,2017,1,10.4
27,2017,1,9.7
28,2017,1,9.0
29,2017,1,8.4
30,2017,1,12.8
31,2017,1,9.5
32,2017,1,7.5
33,2017,1,9.6
34,2017,1,13.2
35,2017,1,7.5
36,2017,1,9.4
37,2017,1,8.7
38,2017,1,8.0
39,2017,1,7.1
40,2017,1,9.2
41,2017,1,8.2
42,2017,1,9.4
43,2017,1,7.7
44,2017,1,7.8
45,2017,1,9.3
46,2017,1,8.8
47,2017,1,9.5
48,2017,1,6.0
49,2017,1,8.7
50,2017,1,7.5
51,2017,1,9.1
52,2017,1,8.8
53,2017,1,6.4
54,2017,1,9.5
55,2017,1,9.3
56,2017,1,8.6
57,2017,1,9.9
58,2017,1,8.7
59,2017,1,12.3
60,2017,1,9.5
61,2017,1,8.8
62,2017,1,11.7
63,2017,1,8.4
64,2017,1,8.0
65,2017,1,10.7
66,2017,1,14.6
67,2017,1,8.4
68,2017,1,9.4
69,2017,1,8.5
70,2017,1,8.9
71,2017,1,8.6
72,2017,1,9.2
73,2017,1,7.6
74,2017,1,7.1
75,2017,1,7.5
76,2017,1,10.7
77,2017,1,7.6
78,2017,1,7.1
79,2017,1,7.5
80,2017,1,11.5
81,2017,1,10.3
82,2017,1,11.1
84,2017,1,12.2
85,2017,1,7.4
86,2017,1,7.9
87,2017,1,8.9
88,2017,1,10.3
89,2017,1,9.1
90,2017,1,10.3
91,2017,1,7.4
92,2017,1,7.2
93,2017,1,12.2
94,2017,1,8.5
95,2017,1,9.7
83,2017,1,10.4
ZA,2017,1,22.2
ZB,2017,1,18.7
ZC,2017,1,21.0
ZD,2017,1,21.3
01,2017,2,6.9
02,2017,2,13.1
03,2017,2,9.9
04,2017,2,10.8
05,2017,2,8.7
06,2017,2,9.9
07,2017,2,10.1
08,2017,2,11.3
09,2017,2,11.5
10,2017,2,12.1
11,2017,2,12.7
12,2017,2,7.0
13,2017,2,11.4
14,2017,2,8.8
15,2017,2,5.7
16,2017,2,9.1
17,2017,2,9.6
18,2017,2,9.8
19,2017,2,7.6
2A,2017,2,9.1
2B,2017,2,9.8
21,2017,2,7.9
22,2017,2,8.4
23,2017,2,8.6
24,2017,2,9.8
25,2017,2,8.5
26,2017,2,10.2
27,2017,2,9.6
28,2017,2,9.0
29,2017,2,8.3
30,2017,2,12.6
31,2017,2,9.4
32,2017,2,7.3
33,2017,2,9.5
34,2017,2,13.0
35,2017,2,7.3
36,2017,2,9.3
37,2017,2,8.7
38,2017,2,8.0
39,2017,2,7.0
40,2017,2,9.2
41,2017,2,8.1
42,2017,2,9.4
43,2017,2,7.5
44,2017,2,7.7
45,2017,2,9.3
46,2017,2,8.8
47,2017,2,9.3
48,2017,2,6.0
49,2017,2,8.6
50,2017,2,7.3
51,2017,2,9.0
52,2017,2,8.7
53,2017,2,6.3
54,2017,2,9.4
55,2017,2,9.1
56,2017,2,8.5
57,2017,2,9.8
58,2017,2,8.5
59,2017,2,12.4
60,2017,2,9.5
61,2017,2,8.8
62,2017,2,11.7
63,2017,2,8.2
64,2017,2,7.9
65,2017,2,10.4
66,2017,2,14.3
67,2017,2,8.2
68,2017,2,9.2
69,2017,2,8.5
70,2017,2,8.8
71,2017,2,8.4
72,2017,2,9.2
73,2017,2,7.4
74,2017,2,6.9
75,2017,2,7.4
76,2017,2,10.7
77,2017,2,7.6
78,2017,2,7.0
79,2017,2,7.3
80,2017,2,11.4
81,2017,2,10.1
82,2017,2,10.9
84,2017,2,12.0
85,2017,2,7.2
86,2017,2,7.7
87,2017,2,8.8
88,2017,2,10.2
89,2017,2,8.9
90,2017,2,9.9
91,2017,2,7.3
92,2017,2,7.1
93,2017,2,12.0
94,2017,2,8.4
95,2017,2,9.6
83,2017,2,10.3
ZA,2017,2,23.2
ZB,2017,2,18.3
ZC,2017,2,23.1
ZD,2017,2,24.0
01,2017,3,6.8
02,2017,3,13.1
03,2017,3,9.8
04,2017,3,10.9
05,2017,3,8.7
06,2017,3,9.9
07,2017,3,10.1
08,2017,3,11.0
09,2017,3,11.7
10,2017,3,12.0
11,2017,3,12.7
12,2017,3,7.0
13,2017,3,11.4
14,2017,3,8.8
15,2017,3,5.7
16,2017,3,9.0
17,2017,3,9.6
18,2017,3,9.8
19,2017,3,7.5
2A,2017,3,9.4
2B,2017,3,9.8
21,2017,3,7.9
22,2017,3,8.4
23,2017,3,8.6
24,2017,3,9.7
25,2017,3,8.2
26,2017,3,10.2
27,2017,3,9.7
28,2017,3,9.0
29,2017,3,8.3
30,2017,3,12.6
31,2017,3,9.3
32,2017,3,7.3
33,2017,3,9.4
34,2017,3,13.1
35,2017,3,7.2
36,2017,3,9.1
37,2017,3,8.5
38,2017,3,7.9
39,2017,3,6.9
40,2017,3,9.1
41,2017,3,8.0
42,2017,3,9.3
43,2017,3,7.4
44,2017,3,7.6
45,2017,3,9.1
46,2017,3,9.0
47,2017,3,9.3
48,2017,3,6.2
49,2017,3,8.6
50,2017,3,7.2
51,2017,3,8.9
52,2017,3,8.6
53,2017,3,6.2
54,2017,3,9.3
55,2017,3,9.0
56,2017,3,8.5
57,2017,3,9.6
58,2017,3,8.5
59,2017,3,12.4
60,2017,3,9.5
61,2017,3,8.7
62,2017,3,11.6
63,2017,3,8.3
64,2017,3,7.9
65,2017,3,10.2
66,2017,3,14.3
67,2017,3,8.2
68,2017,3,9.0
69,2017,3,8.5
70,2017,3,8.6
71,2017,3,8.4
72,2017,3,9.1
73,2017,3,7.3
74,2017,3,6.9
75,2017,3,7.5
76,2017,3,10.8
77,2017,3,7.6
78,2017,3,7.1
79,2017,3,7.2
80,2017,3,11.4
81,2017,3,10.1
82,2017,3,10.9
84,2017,3,12.0
85,2017,3,7.1
86,2017,3,7.6
87,2017,3,8.7
88,2017,3,10.0
89,2017,3,8.8
90,2017,3,9.5
91,2017,3,7.3
92,2017,3,7.2
93,2017,3,12.1
94,2017,3,8.5
95,2017,3,9.6
83,2017,3,10.2
ZA,2017,3,21.5
ZB,2017,3,17.5
ZC,2017,3,22.9
ZD,2017,3,22.4
01,2017,4,6.3
02,2017,4,12.5
03,2017,4,9.3
04,2017,4,10.4
05,2017,4,8.4
06,2017,4,9.4
07,2017,4,9.8
08,2017,4,10.4
09,2017,4,11.1
10,2017,4,11.3
11,2017,4,12.3
12,2017,4,6.6
13,2017,4,10.9
14,2017,4,8.3
15,2017,4,5.3
16,2017,4,8.5
17,2017,4,9.0
18,2017,4,9.4
19,2017,4,7.1
2A,2017,4,8.7
2B,2017,4,9.4
21,2017,4,7.4
22,2017,4,8.0
23,2017,4,8.3
24,2017,4,9.2
25,2017,4,7.6
26,2017,4,9.7
27,2017,4,9.0
28,2017,4,8.4
29,2017,4,7.8
30,2017,4,12.2
31,2017,4,8.6
32,2017,4,6.8
33,2017,4,9.0
34,2017,4,12.6
35,2017,4,6.8
36,2017,4,8.6
37,2017,4,8.1
38,2017,4,7.4
39,2017,4,6.4
40,2017,4,8.6
41,2017,4,7.7
42,2017,4,8.7
43,2017,4,7.0
44,2017,4,7.1
45,2017,4,8.5
46,2017,4,8.5
47,2017,4,8.9
48,2017,4,5.6
49,2017,4,8.1
50,2017,4,6.9
51,2017,4,8.3
52,2017,4,8.1
53,2017,4,5.7
54,2017,4,8.8
55,2017,4,8.5
56,2017,4,8.0
57,2017,4,8.9
58,2017,4,7.9
59,2017,4,11.7
60,2017,4,9.1
61,2017,4,8.2
62,2017,4,11.0
63,2017,4,7.7
64,2017,4,7.4
65,2017,4,9.9
66,2017,4,14.1
67,2017,4,7.6
68,2017,4,8.4
69,2017,4,8.0
70,2017,4,7.9
71,2017,4,7.9
72,2017,4,8.5
73,2017,4,6.9
74,2017,4,6.4
75,2017,4,7.1
76,2017,4,10.2
77,2017,4,7.2
78,2017,4,6.7
79,2017,4,6.8
80,2017,4,10.7
81,2017,4,9.6
82,2017,4,10.4
84,2017,4,11.7
85,2017,4,6.8
86,2017,4,7.2
87,2017,4,8.3
88,2017,4,9.4
89,2017,4,8.3
90,2017,4,8.7
91,2017,4,6.9
92,2017,4,6.8
93,2017,4,11.6
94,2017,4,8.1
95,2017,4,9.2
83,2017,4,9.8
ZA,2017,4,22.5
ZB,2017,4,16.9
ZC,2017,4,20.5
ZD,2017,4,22.8
01,2018,1,6.4
02,2018,1,12.9
03,2018,1,9.6
04,2018,1,10.7
05,2018,1,8.6
06,2018,1,9.7
07,2018,1,10.1
08,2018,1,10.7
09,2018,1,11.4
10,2018,1,11.9
11,2018,1,12.6
12,2018,1,6.7
13,2018,1,11.3
14,2018,1,8.6
15,2018,1,5.4
16,2018,1,8.8
17,2018,1,9.3
18,2018,1,9.7
19,2018,1,7.4
2A,2018,1,8.8
2B,2018,1,9.8
21,2018,1,7.6
22,2018,1,8.2
23,2018,1,8.7
24,2018,1,9.4
25,2018,1,7.9
26,2018,1,9.9
27,2018,1,9.3
28,2018,1,8.7
29,2018,1,8.0
30,2018,1,12.6
31,2018,1,8.8
32,2018,1,6.9
33,2018,1,9.1
34,2018,1,12.9
35,2018,1,7.0
36,2018,1,9.0
37,2018,1,8.3
38,2018,1,7.6
39,2018,1,6.6
40,2018,1,8.8
41,2018,1,7.9
42,2018,1,8.9
43,2018,1,7.2
44,2018,1,7.4
45,2018,1,8.8
46,2018,1,8.7
47,2018,1,9.2
48,2018,1,5.9
49,2018,1,8.3
50,2018,1,7.0
51,2018,1,8.7
52,2018,1,8.5
53,2018,1,5.9
54,2018,1,9.1
55,2018,1,9.0
56,2018,1,8.1
57,2018,1,9.2
58,2018,1,8.0
59,2018,1,12.4
60,2018,1,9.3
61,2018,1,8.5
62,2018,1,11.4
63,2018,1,8.0
64,2018,1,7.7
65,2018,1,9.9
66,2018,1,14.3
67,2018,1,7.8
68,2018,1,8.5
69,2018,1,8.2
70,2018,1,8.3
71,2018,1,8.0
72,2018,1,8.8
73,2018,1,6.9
74,2018,1,6.6
75,2018,1,7.2
76,2018,1,10.4
77,2018,1,7.4
78,2018,1,7.1
79,2018,1,7.0
80,2018,1,11.0
81,2018,1,9.9
82,2018,1,10.8
84,2018,1,11.9
85,2018,1,6.9
86,2018,1,7.5
87,2018,1,8.4
88,2018,1,9.7
89,2018,1,8.6
90,2018,1,9.1
91,2018,1,7.2
92,2018,1,7.0
93,2018,1,12.0
94,2018,1,8.3
95,2018,1,9.4
83,2018,1,10.1
ZA,2018,1,24.0
ZB,2018,1,15.7
ZC,2018,1,18.0
ZD,2018,1,23.8
01,2018,2,6.3
02,2018,2,12.5
03,2018,2,9.4
04,2018,2,10.5
05,2018,2,8.5
06,2018,2,9.4
07,2018,2,9.8
08,2018,2,10.5
09,2018,2,11.3
10,2018,2,11.4
11,2018,2,12.3
12,2018,2,6.7
13,2018,2,11.0
14,2018,2,8.5
15,2018,2,5.4
16,2018,2,8.7
17,2018,2,9.1
18,2018,2,9.4
19,2018,2,7.3
2A,2018,2,8.3
2B,2018,2,9.4
21,2018,2,7.4
22,2018,2,8.0
23,2018,2,8.6
24,2018,2,9.2
25,2018,2,7.8
26,2018,2,9.9
27,2018,2,9.2
28,2018,2,8.6
29,2018,2,7.9
30,2018,2,12.2
31,2018,2,8.7
32,2018,2,6.8
33,2018,2,8.9
34,2018,2,12.6
35,2018,2,6.9
36,2018,2,8.8
37,2018,2,8.2
38,2018,2,7.4
39,2018,2,6.5
40,2018,2,8.6
41,2018,2,7.8
42,2018,2,8.8
43,2018,2,7.2
44,2018,2,7.3
45,2018,2,8.7
46,2018,2,8.7
47,2018,2,8.9
48,2018,2,5.7
49,2018,2,8.2
50,2018,2,6.8
51,2018,2,8.4
52,2018,2,8.2
53,2018,2,5.9
54,2018,2,8.8
55,2018,2,8.7
56,2018,2,8.0
57,2018,2,9.0
58,2018,2,7.8
59,2018,2,12.0
60,2018,2,9.2
61,2018,2,8.3
62,2018,2,11.2
63,2018,2,7.9
64,2018,2,7.6
65,2018,2,9.8
66,2018,2,14.1
67,2018,2,7.6
68,2018,2,8.4
69,2018,2,8.1
70,2018,2,8.0
71,2018,2,7.9
72,2018,2,8.7
73,2018,2,6.9
74,2018,2,6.5
75,2018,2,7.1
76,2018,2,10.2
77,2018,2,7.4
78,2018,2,6.9
79,2018,2,6.8
80,2018,2,10.8
81,2018,2,9.7
82,2018,2,10.5
84,2018,2,11.7
85,2018,2,6.7
86,2018,2,7.5
87,2018,2,8.2
88,2018,2,9.5
89,2018,2,8.3
90,2018,2,9.2
91,2018,2,7.1
92,2018,2,7.0
93,2018,2,11.8
94,2018,2,8.2
95,2018,2,9.3
83,2018,2,9.9
ZA,2018,2,21.0
ZB,2018,2,18.3
ZC,2018,2,19.3
ZD,2018,2,24.3
01,2018,3,6.3
02,2018,3,12.1
03,2018,3,9.3
04,2018,3,10.3
05,2018,3,8.5
06,2018,3,9.2
07,2018,3,9.7
08,2018,3,10.3
09,2018,3,11.1
10,2018,3,11.0
11,2018,3,12.3
12,2018,3,6.5
13,2018,3,10.8
14,2018,3,8.3
15,2018,3,5.3
16,2018,3,8.5
17,2018,3,8.9
18,2018,3,9.2
19,2018,3,7.1
2A,2018,3,8.0
2B,2018,3,9.1
21,2018,3,7.3
22,2018,3,7.8
23,2018,3,8.4
24,2018,3,9.0
25,2018,3,7.7
26,2018,3,9.7
27,2018,3,9.0
28,2018,3,8.4
29,2018,3,7.8
30,2018,3,12.1
31,2018,3,8.5
32,2018,3,6.7
33,2018,3,8.6
34,2018,3,12.5
35,2018,3,6.8
36,2018,3,8.8
37,2018,3,8.1
38,2018,3,7.3
39,2018,3,6.3
40,2018,3,8.4
41,2018,3,7.7
42,2018,3,8.7
43,2018,3,7.0
44,2018,3,7.1
45,2018,3,8.8
46,2018,3,8.5
47,2018,3,8.8
48,2018,3,5.8
49,2018,3,8.1
50,2018,3,6.7
51,2018,3,8.2
52,2018,3,7.9
53,2018,3,5.8
54,2018,3,8.5
55,2018,3,8.4
56,2018,3,7.8
57,2018,3,8.7
58,2018,3,7.7
59,2018,3,11.7
60,2018,3,8.8
61,2018,3,8.2
62,2018,3,11.0
63,2018,3,7.7
64,2018,3,7.4
65,2018,3,9.6
66,2018,3,14.0
67,2018,3,7.4
68,2018,3,8.3
69,2018,3,8.0
70,2018,3,7.9
71,2018,3,7.8
72,2018,3,8.5
73,2018,3,6.8
74,2018,3,6.4
75,2018,3,7.0
76,2018,3,10.0
77,2018,3,7.2
78,2018,3,6.8
79,2018,3,6.6
80,2018,3,10.7
81,2018,3,9.5
82,2018,3,10.2
84,2018,3,11.5
85,2018,3,6.6
86,2018,3,7.3
87,2018,3,8.0
88,2018,3,9.3
89,2018,3,8.1
90,2018,3,9.3
91,2018,3,6.9
92,2018,3,6.8
93,2018,3,11.5
94,2018,3,7.9
95,2018,3,9.1
83,2018,3,9.7
ZA,2018,3,23.5
ZB,2018,3,17.0
ZC,2018,3,19.5
ZD,2018,3,24.3
01,2018,4,6.2
02,2018,4,12.0
03,2018,4,9.1
04,2018,4,10.2
05,2018,4,8.3
06,2018,4,9.1
07,2018,4,9.6
08,2018,4,10.2
09,2018,4,10.9
10,2018,4,11.1
11,2018,4,12.1
12,2018,4,6.4
13,2018,4,10.6
14,2018,4,8.1
15,2018,4,5.1
16,2018,4,8.4
17,2018,4,8.8
18,2018,4,9.0
19,2018,4,6.9
2A,2018,4,8.1
2B,2018,4,9.0
21,2018,4,7.1
22,2018,4,7.7
23,2018,4,8.3
24,2018,4,8.8
25,2018,4,7.5
26,2018,4,9.5
27,2018,4,8.8
28,2018,4,8.3
29,2018,4,7.6
30,2018,4,11.9
31,2018,4,8.2
32,2018,4,6.5
33,2018,4,8.4
34,2018,4,12.2
35,2018,4,6.6
36,2018,4,8.6
37,2018,4,8.0
38,2018,4,7.1
39,2018,4,6.2
40,2018,4,8.2
41,2018,4,7.5
42,2018,4,8.5
43,2018,4,6.8
44,2018,4,7.0
45,2018,4,8.6
46,2018,4,8.5
47,2018,4,8.7
48,2018,4,5.6
49,2018,4,7.9
50,2018,4,6.5
51,2018,4,8.2
52,2018,4,7.8
53,2018,4,5.7
54,2018,4,8.3
55,2018,4,8.3
56,2018,4,7.6
57,2018,4,8.5
58,2018,4,7.4
59,2018,4,11.5
60,2018,4,8.6
61,2018,4,8.1
62,2018,4,10.7
63,2018,4,7.5
64,2018,4,7.3
65,2018,4,9.6
66,2018,4,13.9
67,2018,4,7.3
68,2018,4,8.1
69,2018,4,7.8
70,2018,4,7.7
71,2018,4,7.6
72,2018,4,8.4
73,2018,4,6.6
74,2018,4,6.3
75,2018,4,6.8
76,2018,4,9.8
77,2018,4,7.1
78,2018,4,6.6
79,2018,4,6.6
80,2018,4,10.6
81,2018,4,9.3
82,2018,4,10.1
84,2018,4,11.4
85,2018,4,6.6
86,2018,4,7.2
87,2018,4,8.0
88,2018,4,9.1
89,2018,4,7.9
90,2018,4,9.0
91,2018,4,6.8
92,2018,4,6.7
93,2018,4,11.3
94,2018,4,7.8
95,2018,4,8.9
83,2018,4,9.5
ZA,2018,4,22.0
ZB,2018,4,18.3
ZC,2018,4,19.1
ZD,2018,4,23.5
01,2019,1,6.2
02,2019,1,12.1
03,2019,1,9.2
04,2019,1,10.1
05,2019,1,8.2
06,2019,1,9.1
07,2019,1,9.5
08,2019,1,10.2
09,2019,1,11.0
10,2019,1,11.2
11,2019,1,12.2
12,2019,1,6.5
13,2019,1,10.6
14,2019,1,8.0
15,2019,1,5.1
16,2019,1,8.3
17,2019,1,8.8
18,2019,1,9.0
19,2019,1,6.9
2A,2019,1,8.2
2B,2019,1,9.0
21,2019,1,7.1
22,2019,1,7.7
23,2019,1,8.3
24,2019,1,8.8
25,2019,1,7.6
26,2019,1,9.5
27,2019,1,8.7
28,2019,1,8.4
29,2019,1,7.6
30,2019,1,12.2
31,2019,1,8.3
32,2019,1,6.6
33,2019,1,8.4
34,2019,1,12.3
35,2019,1,6.6
36,2019,1,8.5
37,2019,1,8.0
38,2019,1,7.1
39,2019,1,6.3
40,2019,1,8.2
41,2019,1,7.5
42,2019,1,8.5
43,2019,1,6.8
44,2019,1,7.0
45,2019,1,8.7
46,2019,1,8.6
47,2019,1,8.9
48,2019,1,5.6
49,2019,1,7.8
50,2019,1,6.4
51,2019,1,8.1
52,2019,1,7.8
53,2019,1,5.8
54,2019,1,8.3
55,2019,1,8.3
56,2019,1,7.6
57,2019,1,8.5
58,2019,1,7.5
59,2019,1,11.6
60,2019,1,8.6
61,2019,1,8.0
62,2019,1,10.7
63,2019,1,7.5
64,2019,1,7.3
65,2019,1,9.7
66,2019,1,14.0
67,2019,1,7.3
68,2019,1,8.1
69,2019,1,7.8
70,2019,1,8.0
71,2019,1,7.7
72,2019,1,8.5
73,2019,1,6.6
74,2019,1,6.4
75,2019,1,6.8
76,2019,1,9.7
77,2019,1,7.1
78,2019,1,6.7
79,2019,1,6.5
80,2019,1,10.5
81,2019,1,9.4
82,2019,1,10.0
84,2019,1,11.5
85,2019,1,6.7
86,2019,1,7.2
87,2019,1,7.9
88,2019,1,9.1
89,2019,1,8.0
90,2019,1,9.1
91,2019,1,6.8
92,2019,1,6.7
93,2019,1,11.3
94,2019,1,7.7
95,2019,1,8.8
83,2019,1,9.6
ZA,2019,1,21.8
ZB,2019,1,16.2
ZC,2019,1,17.6
ZD,2019,1,22.3
01,2019,2,6.0
02,2019,2,11.6
03,2019,2,8.9
04,2019,2,9.8
05,2019,2,8.0
06,2019,2,8.8
07,2019,2,9.0
08,2019,2,9.9
09,2019,2,10.6
10,2019,2,10.7
11,2019,2,11.6
12,2019,2,6.3
13,2019,2,10.1
14,2019,2,7.7
15,2019,2,4.9
16,2019,2,8.1
17,2019,2,8.4
18,2019,2,8.7
19,2019,2,6.7
2A,2019,2,7.5
2B,2019,2,8.4
21,2019,2,6.9
22,2019,2,7.5
23,2019,2,7.9
24,2019,2,8.6
25,2019,2,7.6
26,2019,2,9.2
27,2019,2,8.4
28,2019,2,8.2
29,2019,2,7.3
30,2019,2,11.7
31,2019,2,8.1
32,2019,2,6.3
33,2019,2,8.2
34,2019,2,11.8
35,2019,2,6.4
36,2019,2,8.1
37,2019,2,7.7
38,2019,2,6.9
39,2019,2,6.1
40,2019,2,7.9
41,2019,2,7.2
42,2019,2,8.2
43,2019,2,6.6
44,2019,2,6.8
45,2019,2,8.5
46,2019,2,8.3
47,2019,2,8.6
48,2019,2,5.4
49,2019,2,7.7
50,2019,2,6.1
51,2019,2,7.9
52,2019,2,7.5
53,2019,2,5.5
54,2019,2,8.0
55,2019,2,7.9
56,2019,2,7.3
57,2019,2,8.2
58,2019,2,7.3
59,2019,2,10.9
60,2019,2,8.3
61,2019,2,7.8
62,2019,2,10.3
63,2019,2,7.3
64,2019,2,7.0
65,2019,2,9.3
66,2019,2,13.6
67,2019,2,7.2
68,2019,2,7.9
69,2019,2,7.6
70,2019,2,7.8
71,2019,2,7.5
72,2019,2,8.3
73,2019,2,6.4
74,2019,2,6.1
75,2019,2,6.5
76,2019,2,9.5
77,2019,2,6.9
78,2019,2,6.4
79,2019,2,6.2
80,2019,2,10.2
81,2019,2,8.9
82,2019,2,9.6
84,2019,2,11.0
85,2019,2,6.4
86,2019,2,6.9
87,2019,2,7.7
88,2019,2,8.9
89,2019,2,7.8
90,2019,2,8.9
91,2019,2,6.6
92,2019,2,6.5
93,2019,2,10.9
94,2019,2,7.4
95,2019,2,8.5
83,2019,2,9.2
ZA,2019,2,19.5
ZB,2019,2,14.4
ZC,2019,2,19.9
ZD,2019,2,22.1
01,2019,3,6.0
02,2019,3,11.4
03,2019,3,8.8
04,2019,3,9.7
05,2019,3,7.9
06,2019,3,8.7
07,2019,3,9.0
08,2019,3,10.0
09,2019,3,10.5
10,2019,3,10.5
11,2019,3,11.4
12,2019,3,6.3
13,2019,3,10.0
14,2019,3,7.6
15,2019,3,4.9
16,2019,3,8.0
17,2019,3,8.4
18,2019,3,8.7
19,2019,3,6.7
2A,2019,3,7.4
2B,2019,3,8.2
21,2019,3,6.8
22,2019,3,7.4
23,2019,3,7.7
24,2019,3,8.5
25,2019,3,7.6
26,2019,3,9.1
27,2019,3,8.3
28,2019,3,8.2
29,2019,3,7.3
30,2019,3,11.5
31,2019,3,8.0
32,2019,3,6.3
33,2019,3,8.0
34,2019,3,11.7
35,2019,3,6.4
36,2019,3,8.1
37,2019,3,7.7
38,2019,3,6.9
39,2019,3,6.1
40,2019,3,8.0
41,2019,3,7.1
42,2019,3,8.2
43,2019,3,6.6
44,2019,3,6.8
45,2019,3,8.3
46,2019,3,8.2
47,2019,3,8.5
48,2019,3,5.3
49,2019,3,7.5
50,2019,3,6.0
51,2019,3,7.8
52,2019,3,7.3
53,2019,3,5.5
54,2019,3,7.9
55,2019,3,7.8
56,2019,3,7.2
